story_id	panel	name	problem	hero	layout	interaction	density	reuse
T24	timeline	A/V Sync Split / A/V同期スプリット	映像・音声を別々に見ていると、同じ playhead でも音の先行／遅延を発見しづらい問題を解く。	spoken title、music video、sound effect の impact を、画と音の到達点として同時に評価するための診断兼 creation 面。	上半分を video tracks、下半分を audio tracks に分け、中央に一本の共通 playhead。両方の ruler は同じ x 軸、audio の peak と video の key/marker を水平に比較できる。offset warning は該当 row にだけ出す。	scrub、再生、marker jump、audio/video row の選択を同じ時刻系で行う。link/unlink は候補 action として story に注記するが、現在の未決意味を勝手に固定しない。nudge は通常の clip/key の既存 move 文法へ戻す。	2〜6 audio/video rows、0.5〜20秒。上下の境界を24px程度確保し、波形を潰さない。	`audio_rows`、`waveform_view`、`projection::geometry`、`transport` を再利用。offset warning と上下 split はスクラッチ、A/V link の永続モデルや専用時計は作らない。
T25	timeline	Navigator Panorama / ナビゲータ・パノラマ	見たい範囲へ zoom/pan するだけで視線が失われ、M18 の移動摩擦が高い問題を解く。	全体のどこを作っているかを保ったまま、局所のhero timingへ入るための navigation 面。	下端に全comp幅の navigator。layer の色を細い積層として示し、現在 viewport を半透明 knob で囲む。main canvas は近接編集、navigator は全体の位置のためだけに使う。	navigator 中央 drag は pan、端6pxは片側固定 zoom、Cmd+wheel はカーソル下時刻を固定、Fit は全体表示。main と navigator の playhead は同じ値を読む。	navigator は0.25秒〜comp終端、main は選択範囲の2〜20秒。縦行数に応じて navigator の高さは24〜36pxで固定。	`nav`、`viewport_canvas`、`frame_to_x`、`tick_steps` を再利用。overview ink と knob の見た目だけを作り、Session の zoom/pan owner を二重化しない。
T26	timeline	Long-form Minimap / 長尺ミニマップ	5〜20分の作品で、全体のどこに素材・音・chapterがあるか把握できず、局所を往復できない問題を解く。	motivational video の長い build-up と複数の drop を全体設計し、局所編集の位置を失わないための macro面。	左端または下端に横長 minimap。layer ごとの bar は1〜2pxの集約、選択 layer と chapter marker だけ強調。main timeline は8〜20行に絞り、minimap の viewport rectangle を常時表示する。	minimap の任意位置をクリックして jump、viewport rectangle を drag して pan、端を drag して zoom、Fit で戻る。main の選択や playhead は minimap に即時反映する。	5〜20分、50+レーンを想定。main は0.5〜30秒、minimap は全comp。集約で1px未満になる bar は存在ではなく密度として描く。	`rows`、`projection::geometry`、`nav`、`markers` を再利用。read-only の集約描画だけをスクラッチにし、minimap 用の第二Documentや別の編集判定は作らない。
T27	timeline	Empty Start Pad / 空プロジェクトの発射台	空のTimelineが「何もできない画面」に見え、最初の素材を置くまで制作が始まらない問題を解く。	空から最初の hero を立ち上げる入口。drop、browse、scrub、keymap が空でも生きていることを示す。	レーン領域中央に大きな drop target と「最初の素材を置く」説明、背景に薄い ruler・playhead・transport。未実装のボタンを並べず、drop target と1つのBrowse入口だけを主役にする。	Finder drop または Browse で素材を受ける。拒否時はファイル名と理由をその場に残す。素材が無くても ruler scrub、frame input、M locator が動き、空を無理に仮clipで埋めない。	0 rows、広い余白、transport 32px、ruler 28px。1素材追加後は T01 または T05 へ自然に遷移する。	`rows` の空結果、`transport`、`ruler`、OS drop の既存入口を再利用。drop illustration とCTAだけをスクラッチにし、empty専用のDocument状態やダミーレイヤーは作らない。
T28	timeline	Recoverable Error Bay / 復旧可能なエラー帯	import・waveform・render の失敗が無言で消え、次に何を直せばよいか分からず作品全体を失う問題を解く。	失敗しても制作の文脈と最後の正常なhero frameを残し、直して続行できる信頼面。M13/M16をTimelineで観測する。	上端transportは通常のまま、直下に一行 status strip。失敗したrowだけ赤い reason badge、最後に成功した frame は通常表示、壊れたwaveformは空白ではなく「取得失敗」と表示する。全画面 modal は使わない。	badge クリックで詳細、Retry、素材を外す、別素材へ置換の入口。inspectだけではDocumentを変えない。再生・scrub・undo はエラーrow以外で継続し、拒否は理由を返す。	通常の行高を維持し、status は28〜40px。エラーが複数でも縦に積まず、件数＋選択中1件の詳細にする。	`waveform_view::WaveformState`、row projection、transport、既存 shell の拒否理由経路を再利用。reason badge と retry card だけをスクラッチにし、エラー専用の隠れた状態所有者は作らない。
T29	timeline	Hero Beatline / ヒーロー・ビートライン	通常の動画ソフトのように素材を横へ並べるだけでは、主役・動機・個性を時間上で立ち上げにくい問題を解く。	Motolii固有の「motivational video を作る」視点をTimelineで見せる。主役の登場・加速・ピーク・余韻を、utility tracksより強く読む。	選択したhero layerを中央の32px以上の beatline として表示し、impact marker、keyframe cluster、音のpeakを同じ縦線へ寄せる。背景・補助レーンは18pxで低彩度。transport と ruler は通常位置を保つ。	hero layerを選択すると focus。Mでimpact marker、keyの範囲選択とCmd retime、playhead jump、playback。hero専用の新しいlayer種別は作らず、通常選択の強調として扱う。	hero 1行＋support 6〜12行、2〜30秒。ピーク前後の±1〜2秒を少し広く見せるが、時間軸の値は歪めない。	`rail`、`markers`、`key_rows`、`transport`、既存 selection/fold を再利用。hero accent と peak alignment の表示だけをスクラッチにし、Motolii専用の意味モデルを増やさない。
T30	timeline	Adaptive Two-Mode / Compose・Inspect	一つの固定レイアウトでは、素材を並べる時の広さとkey/easingを詰める時の精度を同時に満たせない問題を解く。	Compose でheroの時間構成を作り、Inspect で主役のkey/easingを仕上げる。通常編集とMotoliiの表現編集を一つの制作 loop に戻す。	`Compose` は広いクリップ面・複数レーン・navigatorを優先し、transport/rulerを常設。`Inspect` は選択 layer のproperty行とGraph Editorを広げ、他の行を縮める。切替後も同じplayhead・selection・Documentを映す。	mode tab または意味 action で切替、選択行のgraph入口でInspectへ入る。Cmd+wheel、fold、key選択、Esc、playbackは両モードで同じ文法。mode切替は編集の確定ではなくSession状態として扱う。	3段階のUI scaleを想定。Composeは18〜24px行高で20〜40行、Inspectは24〜32pxのproperty/graphで1〜6行。狭い窓ではInspectのgraphを畳み、触れない入口を残さない。	現在の `TimelinePane` builder、`Session`、`rail`、`canvas`、`key_rows`、`graph_editor` を再利用。modeのレイアウト切替だけをスクラッチにし、モードごとのDocument・playhead・selection・keyframe ownerは作らない。
E01	export	Export Hero Card	** 書き出し直前に「何を人へ渡すのか」が見えず、設定を確認するだけで制作の勢いが切れる。	** 中央の大きな結果カードを、作品を完成物へ変える最後の一押しにする。静止したStageの証拠と、納品仕様を同じ視線に置く。	** 上段に小さな`EXPORT`見出し、中央にアスペクト比を反映したStage snapshot枠、右下に`MP4 / H.264`・寸法・fps・フレーム数を縦積み、最下段に幅広いExport CTA。失敗時はsnapshot枠を壊さず、原因カードだけを上に差し替える。	** `Cmd+E`またはFile > Exportで開く。中央カード上の16:9 / 9:16 / 1:1を選ぶとComposition要求を出し、Destination、Lossless、Work area onlyを確認してExportする。実行中は同じカードに進捗とClose glyphのCancelを表示する。	** 中密度、幅480–620pxの浮かし窓。結果カード6割、仕様3割、操作1割。常時表示は3つの判断だけに絞る。	** 既存の`view`、`Composition`、aspect preset、progress、Cancel、既存chromeを再利用。scratchは同じCompositionから取るsnapshotの表示投影と、成功・失敗カードの状態差分だけ。別renderer、別export job、共有機能は作らない。
E02	export	Three-beat Story	** format、範囲、音声、保存先が一列に並ぶと、初心者がどの順番で決めればよいか分からない。	** `Frame → Sound → Deliver`の3拍で、制作物が「画を決める」「音を守る」「渡せるfileにする」へ進む感覚を作る。	** 横方向の3つの大きなステップ。Frameにはアスペクトカードと寸法、Soundには音声muxの状態、Deliverには保存先と品質。現在ステップをアクセント色、完了済みを静かなcheck、未到達を薄い面で表す。	** 各ステップはクリックで開閉するが、操作は既存のAspectPresetSelect、Work area only、Lossless、PickOutputPathに写す。3つの必須値が揃うまで最終Exportをdisabledにし、足りない値の理由を直下へ出す。	** 横長の中密度、窓幅600–760px。1ステップは2行以内に収め、狭い窓では3段縦積みに折り返す。	** 既存messageとread-only Composition表示を再利用。scratchはステップ状態のprojectionと、audio mux結果を「Sound」へ翻訳する小さなread modelだけ。Audio編集欄やpreset保存機構は追加しない。
E03	export	Aspect Atlas	** 9:16や1:1にすると、完成画面がどう変わるかを数字だけでは想像しにくい。	** 3つの比率を作品の掲示面として見せ、heroの見せ方を横長・縦長・正方形から選べるようにする。	** 中央に3枚の比率カード。各カードは比率どおりの空枠、`1920 × 1080` / `1080 × 1920` / `1080 × 1080`、選択状態を持つ。下段に「fps・尺・背景は保持」、右側にRangeとExportを置く。	** カードを押すと既存のAspectPresetSelectを発火し、選択後に現在寸法とフレーム数を更新する。Custom比率は`Custom`ラベルで表示し、勝手にプリセットへ丸めない。	** 視覚優先の低密度、幅560–700px。カードは同時に3枚見え、比率の輪郭が文字より先に読める大きさにする。	** `AspectPreset::ALL`、`dimensions_for_aspect`、`format_resolution`を再利用。scratchは比率シルエットのIced layoutだけ。crop・自動reframe・新しいComposition ownerは作らない。
E04	export	Format Truth Bar	** 普通の動画ソフトのようにcodecやOutput Moduleが選べるように見えると、選べない機能への期待と失望が生まれる。	** 「この作品は今すぐMP4として出せる」という確かな出口を一本の真実バーで示し、選択肢の多さではなく完成を主役にする。	** 最上段に太い一行`MP4 / H.264`、隣に小さな`READY`。その下にLossless(qp0)だけをtogglerで置き、Aspect・Range・Destinationを2列の小さな情報群にする。未知のcodec欄は存在させない。	** Formatバーはread-only。Losslessは即時切替、Aspectは3つの要求ボタン、DestinationはOS picker、RangeはWork area only。Exportを押した時の最終summaryをCTA直上に固定する。	** 高密度、幅420–520px。情報行中心で、最上段のFormatだけ行高を大きくする。設定アプリのセクション乱立にはしない。	** `CONTAINER_CODEC_LABEL`、品質enum、既存togglerとinfo rowを再利用。scratchはFormatを主役にする階層CSS/Iced構成のみ。未実装codec、queue、templateは追加しない。
E05	export	Preset Strip	** 毎回同じアスペクトと品質を探すため、heroを作る反復が設定操作に埋もれる。	** 画面上部の一筆書きのようなpreset stripで、作品を「横・縦・正方形」の納品面へ即座に着地させる。	** ヘッダー直下に横一列の`16:9 / 9:16 / 1:1` stripを置き、各chipに寸法を常時表示。現在のCompositionはselected chip、Customは別の薄いchip。下に範囲・出力先・品質、右下にCTA。	** stripのchipはAspectPresetSelect。chip選択後に寸法とFramesを更新し、Work area onlyが有効なら範囲表示も更新する。Export中はstripとtogglerをdisabledにし、snapshotを混ぜない。	** 低〜中密度、幅500px前後。preset strip 1行、summary 3行、action 1行の固定高さ。キーボードでも3候補を左右移動できる想定。	** 既存の3 preset button、Composition read model、running時disabled規律を再利用。scratchはchipを横一列に圧縮するレイアウトのみ。プリセットの永続化、複数書き出しqueueは作らない。
E06	export	Frame Ledger	** 全体を書いたのかWork areaだけを書いたのか、Outが含まれるのかが分からず、不要な尺を納品してしまう。	** Exportを「曖昧な時間設定」ではなく、実際に書くフレームの台帳として見せる。完成物の長さを自分で握れる。	** 左に細い時間線、全体帯とWork area帯を重ね、右に`start – last (frames)`を大きく表示。半開区間の`[start, end)`はcaptionで説明し、下段にfpsと尺を置く。	** Work area only togglerを時間線上の選択に同期。作業範囲がない時は帯とトグルを出さず「全体」と明記。範囲外ならclamp後の実フレーム数を先に表示してからExportを許可する。	** 情報密度は中、幅520–640px。時間線は高さ56px、数値を視覚の主役にする。長い説明文は置かない。	** `WorkAreaFrames`、`effective_range`、`format_range_summary`、existing togglerを再利用。scratchは範囲帯の描画投影だけ。TimelineのWorkAreaをExport側で所有・編集しない。
E07	export	Range Theater	** 「全体」と「作業範囲」の差が小さなtogglerだけだと、短いheroテストを書きたい時に安全に選べない。	** 本番全体と試作範囲を2つの舞台として比較し、試す→決める→渡すの流れを支える。	** 左右2枚のrange card。左は`FULL COMPOSITION`と全フレーム、右は`WORK AREA`とIn/Out/枚数。選択カードだけにアクセントを置き、最下段に「この範囲をExport」を出す。	** カードクリックがRangeSelectへ写る。Work areaが無い時は右カードをdisabledではなく撤去し、全体カードだけを出す。品質とAspectはカード下の共通summaryで変更する。	** 低密度、幅560–700px。2カードの比較を最優先し、出力先は下段に一行だけ置く。	** 既存のWhole/WorkArea、`effective_range`、最短1フレーム防波堤を再利用。scratchは2択カードの状態投影だけ。新しいIn/Out編集操作や別時間正本は作らない。
E08	export	Destination Dock	** 書き出し設定は揃っているのに、どこへfileが出るのか見失い、完成したか確認できない。	** 保存先を「納品場所」として最上位に置き、作品を外へ持ち出す最後の動線を迷わせない。	** 上半分をDestination cardにしてpathを大きく表示、未設定時は理由付きの`Choose…`を中央配置。下半分にFormat・Aspect・Frames・Audio muxの小さなreceipt、最下段にExport。	** Choose…は既存のrfd pickerへ。path選択後にsummaryとCTAを更新する。Export成功後は同じDestination cardを`DELIVERED`状態へ変え、statusに実pathとframes_writtenを出す。	** 中密度、幅500–640px。pathが長い時は中央省略し、hover/tooltipで全文を出す想定。設定項目を増やさない。	** `PickOutputPath`、`OutputPathChosen`、`ExportOutcome`、status帯を再利用。scratchはpathを主役にするカードと完了状態の投影だけ。Finder起動や共有シートはMotoliiへ持ち込まない。
E09	export	Preview=Export Witness	** Stageで見たheroが書き出し後に変わる不安が、Exportボタンを押す直前に最大化する。	** 「見た画がそのまま外へ出る」という制作上の約束を、主張ではなく同じComposition・同じ評価経路の証人として見せる。	** 左に現在のStage snapshot、右に`SAME COMPOSITION`の仕様カード。中央を細い同一性ラベルで結び、下段にAspect変更時の寸法、Frames、Audio mux、CTAを置く。snapshotが無い時は空箱ではなく「Stageの結果を待つ」と書く。	** Exportを開いた時点のcurrent frameを表示する想定。Aspect presetを選ぶと同じCompositionのsnapshotと寸法が更新される。別のrender qualityやpreview-only cropの操作は置かない。	** 横長・低密度、幅720px前後。snapshot 55%、証拠カード45%。狭い窓では証拠カードを下へ送る。	** `Composition`共有、`Engine::render_frame`、既存aspect/range/qualityを再利用。scratchはsnapshotのread-only投影と`same input`バッジだけ。Export専用renderer、second compositorは作らない。
E10	export	Composition Receipt	** Export窓で解像度やfpsを編集できるように見えると、PreviewとExportの入力が分岐する。	** 作品の最終仕様を改変する場所ではなく、現在のCompositionを確認して安全に渡す場所だと明確にする。	** 上段に`CURRENT COMPOSITION`のreceipt。`Size / Aspect / FPS / Duration / Frames`を読み取り専用の5行で表示し、横に16:9・9:16・1:1の要求ボタンだけを置く。cap超過はreceiptの直下にwarning帯。	** 寸法・fps・尺の行は押せない。presetだけがSetComposition要求を出し、更新後にreceipt全体を再計算。cap超過時はExportを実行不可にし、理由と修正入口を同じ面に出す。	** 高密度、幅420–540px。表形式だが線を引かず、既存の行高と余白で読む。数値の視認性を最優先。	** `Composition` read-only投影、`resolution_within_cap`、aspect mapping、existing info rowを再利用。scratchはreceiptの語順とwarningの配置だけ。Export専用のwidth/height/fps ownerは作らない。
E11	export	Audio Mux Check	** mp4は完成したのに、音声が入っているか分からず、無音のheroを人へ渡してしまう。	** 作品の映像と音を一本の納品物として扱い、音声muxを完成条件の一部として視覚化する。	** 中央に`VIDEO → MIX → MP4`の3段pipeline。Videoは書いたframes、MixはAudioProgramの状態、MP4は最終mux状態を表示。成功時は最終ノードを強調し、未確認・失敗は音声ノードだけを赤くする。	** Export開始前はAudioの有無をread-only確認。音声がある場合はmux込みの最終jobへ進み、Export後にAudio track presenceをstatusへ返す。音声が無い場合は「無音を意図したExport」と明示して続行できる。	** 中密度、幅560–680px。pipelineは高さ120px、下にFormat・Range・Destinationを3行で置く。	** `AudioProgram::mix_audio`、`mux_mixed_pcm`、`ExportOutcome::audio_muxed`、既存Export flowを再利用。scratchはmix/mux段階のstatus projectionだけ。音声mixerやFFmpeg呼び出しをUIで再実装しない。
E12	export	Sound Trail	** 音声がどの時間範囲に存在し、書き出し範囲と重なっているかを、音量編集なしでは判断しづらい。	** MVのheroに音が付いていることを、波形の飾りではなく「この範囲がmixへ入る」証拠として見せる。	** Range timelineの下に細いsound trailを一本だけ置く。soundtrack・clip audioの存在を色面で示し、右に`mixed PCM / silent`の状態。音量ノブやEQは置かず、映像のpreviewを主役に保つ。	** Work area onlyを切り替えるとsound trailの範囲を更新。trailはread-onlyで、クリックは音声設定画面へ飛ばさずExportの確認に留める。音声が無い場合は線を消し、無音理由をcaptionで示す。	** 横長・中密度、幅600px、trail高さ32px。時間情報はE06のrange表示と同じ尺度を共有する。	** TimelineのWorkArea、AudioProgramの入力判定、既存tokenを再利用。scratchは音声存在区間のread-only可視化だけ。Export窓にwaveform編集、gain、fadeのownerを作らない。
E13	export	Audio Sources Ledger	** どの音がmuxに入ったのか、複数素材・soundtrack・audio-only Clipの関係が分からない。	** 「この作品の音は何でできているか」を納品前の小さなクレジットとして見せ、音の抜けを防ぐ。	** 左にVideo output、右に音声sourceの縦ledger。各行は`source name / range / enabled / mix`の短いreceiptで、最後に`AudioProgram → AAC track`を大きく表示。sourceがない時は空欄を増やさず`No audio source`を1行にする。	** 行は選択・編集せず、既存Document/Sessionのprojectionとして表示。音声を追加・分離する入口はExport内に作らず、問題がある時は「Timelineで直して再確認」とだけ示す。	** 中〜高密度、幅520–640px。sourceは最大4行を想定し、それ以上は件数と要約に畳む。納品CTAは常時最下段。	** `AudioProgram`の入力列挙、Clipの既存source、mix順序、AAC muxを再利用。scratchはsource receiptのread modelだけ。新しいaudio track schemaや隠れlinkは作らない。
E14	export	Silent Export Guard	** 音声が無いのか、検出に失敗したのか、意図的な無音なのかを区別できず、書き出し後に気づく。	** 無音を禁止するのではなく、無音を選んだのか見落としたのかを制作判断として確定させる。	** Export CTA直上に大きなSound guardを置く。`AUDIO INCLUDED`、`INTENTIONAL SILENCE`、`AUDIO CHECK FAILED`の3状態を同じ場所で表し、失敗時だけ理由と戻り先を展開する。映像仕様は隣の静かなreceipt。	** 音声ありなら確認済みで進行、音声なしなら`無音で続行`と`Timelineへ戻る`の二択、判定不能ならExportを止めてretry/close。muxエラーは再実行前に最終pathを変更しない。	** 低密度、幅500–620px。警告は一枚だけ。一般的な設定項目を増やさず、音声の安全判断に専念する。	** 既存のAudioProgram/mux error/status/close経路を再利用。scratchは3状態のread-only判定とCTAの表示だけ。音声を勝手にmute/unmuteする編集機構は作らない。
E15	export	Mix Mode Badge	** Exportが元streamをそのまま使うのか、加工済み音をmixしているのかが隠れ、結果の音を予測できない。	** 音声経路の選択をユーザーの裏で勝手に行わず、heroの再現性を守るための技術的事実として表示する。	** Format行の横に`STREAM COPY`または`MIXED PCM → MUX`のbadgeを表示。badgeの下に「gain / 複数source / retimeがあるため」など、現在の判定理由を一行で出す。CTAはbadgeより下で、選択肢に見せない。	** badgeはread-only。source条件やrangeを変えると判定が更新され、mixed path時はAAC trackの見込みを表示。ユーザーが危険なfast pathを選べるトグルは置かない。	** 高密度、幅420–540px。badge 1行＋理由1行。音声編集面ではなく、Exportの技術receiptとして扱う。	** AudioProgramの判定、`mix_audio`、`mux_mixed_pcm`、codec表示を再利用。scratchは判定理由の短い文面とbadgeのvisual styleだけ。別の音声engineやcodec選択を作らない。
E16	export	Audio Safety Ladder	** 音声付きExportが失敗した時、decode・mix・WAV下書き・muxのどこで止まったかが分からない。	** 音を守る工程を階段として見せ、失敗しても作品の意味を失わずに直せるようにする。	** 縦4段のladder `READ → MIX → STAGE → MUX`。各段にpass・pending・errorを置き、成功済みの段は圧縮、エラー段だけ詳細を展開。右にvideo framesの進捗を細く併置する。	** 実行中は現在段とframesを更新。Error段の`Retry`は同じ設定でやり直し、`Choose destination`だけpath pickerへ戻る。中断はladderを`CANCELLED / FINAL PATH UNTOUCHED`へ遷移させる。	** 中密度、幅560–680px、高さ300px程度。実行中だけ表示し、idle時は短いAudio checkへ畳む。	** `export_ops`のvideo export、mix、temporary WAV、mux、cleanupの実経路を再利用。scratchは段階statusを伝えるread modelだけ。非同期処理やcleanup処理をUIで二重化しない。
E17	export	MV Beat Card	** モチベーション動画では、映像だけ正しく出ても音の開始位置・範囲・納品感が揃わないとheroにならない。	** soundtrackと映像の同じ時間範囲を一枚のbeat cardにまとめ、作品の「一周」を書き出す面にする。	** 上段にhero snapshot、下段に左右の`PICTURE`と`SOUNDTRACK`帯を同じIn/Outスケールで表示。中央の大きなラベルを`SYNCED EXPORT`にし、右下にframesとmux済み見込みを置く。	** Work area onlyを切り替えると映像とsoundtrackの帯を同時に縮める。Aspect presetはsnapshotの枠とComposition receiptを更新。音の中身を編集する入口はTimelineへ戻すリンクではなく、確認文だけにする。	** 低密度・横長、幅700px前後。hero snapshot 45%、同期帯35%、納品情報20%。	** `WorkAreaFrames`、Composition、AudioProgram、same render/mux経路を再利用。scratchはpicture/soundの同期帯とMV向け言語の投影だけ。BPM、音声エフェクト、別Transportは作らない。
E18	export	Delivery Passport	** Export完了の表示が短いstatus文だけだと、成果物の内容を再確認できず、完成した実感が弱い。	** 完成したfileを「納品パスポート」として記録し、作品をMotoliiの外へ持ち出す最後の証明にする。	** 完了後だけ中央に大きなcheckと`DELIVERED`。その下に`path / MP4 H.264 / aspect・size / fps・frames / audio track`をreceiptとして並べ、最下段に`Export again`。新しいfile共有ボタンは置かない。	** status帯や完了イベントから開く。`Export again`は同じ設定を保持して再実行、Aspect・Range・Destinationの変更は通常状態へ戻してから行う。Finderへの責任はOSへ渡す。	** 中密度、幅520–640px。完了状態では情報5行を常時表示し、長いpathだけ折りたたむ。	** `ExportReport`、`out_path`、`frames_written`、`audio_muxed`、既存statusを再利用。scratchはpassportの成功projectionだけ。share/upload・履歴DB・queueは作らない。
E19	export	Progress Timeline	** 進捗が`41%`という数字だけだと、処理が止まったのか、どれだけ残っているのかを直感的に判断できない。	** 書き出し中も作品が完成へ進んでいることを、frameという制作単位で見せる。	** パネル中央に横長のframe timeline。左端をstart、現在位置をアクセントのplayhead、右端をlast frameにする。下に`123 / 300 (41%)`、上に`MP4 / H.264`と小さなCancelを置く。	** Exportを押すとidle controlsをprogress stateへ置き換える。進捗は`ExportProgress`のframes_done/totalだけから更新し、ユーザー操作はCancelだけに制限する。	** 中密度、幅520–680px、高さ180px。数字とplayheadを同じ視野に置き、ETAなど未計測値は出さない。	** `ExportProgress`、`progress_fraction`、`format_progress`、background Task、Cancelを再利用。scratchはprogress timelineの描画だけ。推定時間や別のworker制御は作らない。
E20	export	Live Frame Proof	** Export中にStageが止まって見えると、UIが固まったのか、書き出しが進んでいるのか分からない。	** 最後に処理したframeを小さなproofとして見せ、heroが完成物へ変換され続けている感覚を保つ。	** 左に直近frameのthumbnail、右に大きなframe countとprogress、最下段に「同じComposition / same render path」ラベルとCancel。thumbnailは主役ではなく進行証拠にする。	** background progress更新時に直近frameを差し替える。クリックで別previewを開かず、Cancelは即時にcancel flagを立てる。終了時はthumbnailをDelivery Passportのsnapshotへ引き継ぐ。	** 横長・中密度、幅640–760px。thumbnail 35%、進捗45%、操作20%。	** `Engine::render_frame`の既存結果、`ExportProgress`、既存Cancelを再利用。scratchは直近frameのread-only cache投影だけ。Export専用レンダーや全frame蓄積は作らない。
E21	export	Cancel With Safety	** 書き出しを止めたいのに、途中fileが最終成果物として残る恐怖でCancelできない。	** 試行を安全に捨てられることを示し、hero作成の反復回数を増やす。Cancelは失敗ではなく制作の戻り道にする。	** progressの横に大きなCancel action、直下に`最終pathは変更しない / partial outputは削除`を固定表示。Cancel後は中央に`CANCELLED — FINAL PATH UNTOUCHED`を表示し、RetryとCloseを置く。	** 実行中のCancelは既存Cancel handleへ。確認dialogで操作を二重化せず、押した瞬間にflagを立て、frame境界後に安全状態へ遷移する。Retryは同じ範囲・品質・Destinationを保持する。	** 中密度、幅500–620px。安全文を常時読める高さにし、進捗バーを過剰に大きくしない。	** `Cancel::cancel`、`remove_partial`、temporary video/audio cleanup、既存progress stateを再利用。scratchはcancelled receiptだけ。最終pathの削除・バックアップをUI側で実装しない。
E22	export	Error Compass	** 「Exportに失敗しました」だけでは、寸法超過・保存先・encode・音声muxのどこを直せばよいか分からない。	** エラーを制作の行き止まりではなく、次の一手を示す方位磁針にする。作品のsnapshotと設定を保持したまま直す。	** 上に`EXPORT FAILED`と短い原因、中央に4分類のcompass `COMPOSITION / DESTINATION / VIDEO / AUDIO`。該当分類だけアクセント、下に一つのFix CTAとRetry。partial cleanupの結果を最後に表示する。	** cap超過はAspect/Compositionへ、destination失敗はChoose…へ、audio mux失敗は同じ設定のRetryまたはTimeline確認へ、video errorはRetry/Closeへ分岐。原因不明を成功扱いにしない。	** 中密度、幅560–680px。原因は1〜2行、分類4枚、行動1つ。stack traceや技術ログを主面に出さない。	** `ExportError`、`resolution_within_cap`、status、cleanup、既存messageを再利用。scratchはエラー分類とFix destinationのprojectionだけ。自動修復、別codec fallback、silent downgradeは作らない。
E23	export	Recovery Postcard	** 失敗や取消の後に設定が消えると、同じheroをもう一度作るための復旧コストが高い。	** 作品の設定を「作り直し不要のはがき」として残し、失敗しても制作の文脈を失わない。	** 左に失敗・取消の状態stamp、右に保存された`Aspect / Range / Quality / Destination / Audio path`の5行。下に`Retry unchanged`、`Choose another path`、`Close`を並べる。	** `Retry unchanged`は同じsnapshotを再実行、path変更だけはpickerへ。Work areaやaspectを変える時は通常のidle viewへ戻す。成功時は同じpostcardをDelivery Passportへ遷移させる。	** 高密度、幅520–640px。receipt中心で、詳細エラーは展開式の1枠に閉じる。	** Shellが保持するexport state、path picker、range/quality/aspect、Cancel cleanupを再利用。scratchは復旧用状態カードの投影だけ。別のdraft config storeやexport historyは作らない。
E24	export	Preflight Gate	** Exportを押してから初めて、保存先未設定、cap超過、空範囲、音声経路の問題に気づく。	** 書き出し開始前に完成物の成立条件を一枚で確認し、失敗を待ち時間の後ろへ追いやらない。	** 中央に4つのgate `COMPOSITION / RANGE / DESTINATION / AUDIO`。各gateは一行の判定と証拠値だけ。全てpassで大きなExport、failは該当行の右にFixを置く。FormatはMP4/H.264のtruth barとして上に固定。	** Export CTAを押すとpreflightを一度表示し、passなら同じ位置から開始、failなら実行せず修正へ戻す。Work areaなしはRange passの`Whole`、無音はAudio passの`Intentional silence`として区別する。	** 中〜高密度、幅500–620px。各gateは1行、高さ200px以内。説明文を増やさない。	** 既存Composition、`effective_range`、path有無、AudioProgram/mux判定、cap warningを再利用。scratchはgate集約のread modelだけ。preflightで別のrenderや試験用Exportを実行しない。
E25	export	Hero Launch	** Export窓が設定の羅列に見えると、Motoliiの「モチベーションとしての動画制作」が普通の動画ソフトの管理画面へ縮む。	** ボタンを`Make the hero`相当の一つの決断にし、作品を人へ渡す瞬間をパネルの主役にする。詳細は主役を邪魔しない。	** 上半分に現在のhero snapshotと大きな作品名／比率、中央に一文の`Previewで見た作品をMP4へ`、下に大きなExport CTA。Format・Range・AudioはCTA脇の小さな安全receipt、詳細は折りたたみ。	** Cmd+Eで直接この面を開く。CTAはdestination未設定ならChoose…へ、設定済みならpreflightを通過して開始。Advancedを開けば既存の品質、aspect、rangeを操作できるが、別の機能群は出さない。	** 低密度・大スケール、幅560–720px。hero 55%、CTA 20%、安全receipt 25%。小窓ではsnapshotを上下に圧縮する。	** 既存のExport入口、Composition、aspect/range/quality、path、progress/Cancellationを再利用。scratchはhero文言・snapshot配置・advancedのvisibilityだけ。新しい制作モデルやプロジェクトmodeは作らない。
E26	export	Social Variant Lab	** 同じ作品を横・縦・正方形で試したい時、比率変更の結果と書き出し範囲を別々に確認する必要がある。	** 3つの納品面を同じ作品のvariantとして比較し、どの面がheroを最も強く見せるかを制作中に判断する。	** 左に3つのvariant tabs、中央に選択variantのsnapshot枠、右に`size / fps / duration / frames / audio`のreceipt。下に単一Export CTAを置き、batch queueは置かない。	** tab選択は既存AspectPresetSelect、snapshotとframesを更新。RangeとQualityはvariant間で共通。Exportは現在選択中の一つだけを出し、複数同時書き出しを暗黙に約束しない。	** 横長・中密度、幅680–780px。tabs 15%、snapshot 50%、receipt 25%、action 10%。	** 既存3 preset、SetComposition、same Composition input、range/quality/audio muxを再利用。scratchはvariant比較のvisual projectionのみ。自動crop、reframe、render queueは作らない。
