map_id	verdict	scope	canonical	meaning	problem	bundle	technical_route	technical_delegate	scratch_policy	scratch_boundary	judgment	evidence	decision_status
1245	不採用		Save a Copy As CS6…	CS6形式でコピー保存	CS6形式でコピー保存		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1246	拡張	extension	Save a Copy As XML…	XML形式でコピー保存	XML形式でコピー保存	B11	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1247	不採用		Sync Settings…	Creative Cloud経由の設定同期	Creative Cloud経由の設定同期		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1248	不採用		Video Preview…	外部ビデオプレビュー出力設定	外部ビデオプレビュー出力設定		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1249	採用済		Add Text (layer)	テキストレイヤーを追加	テキストレイヤーを追加	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1250	採用済		Align horizontal text left, center, or right	水平テキストの左/中央/右揃え	水平テキストの左/中央/右揃え	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1251	拡張	extension	Align vertical text top, center, or bottom	垂直テキストの上/中央/下揃え	垂直テキストの上/中央/下揃え	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1252	拡張	extension	All Transform Properties	全トランスフォームプロパティ	全トランスフォームプロパティ	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1253	採用済		Anchor Point	アンカーポイント	アンカーポイント	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1254	採用済		Auto leading for selected text	選択テキストを自動行送りに	選択テキストを自動行送りに	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1255	拡張	extension	Blur	ぼかし	ぼかし	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1256	拡張	extension	Character Offset	文字オフセット	文字オフセット	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1257	拡張	extension	Character Value	文字値	文字値	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1258	拡張	extension	Convert to Editable Text	編集可能なテキストに変換	編集可能なテキストに変換	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1259	拡張	extension	Create Shapes from Text	テキストからシェイプ作成	テキストからシェイプ作成	B28	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1260	不採用		Decrease or increase baseline shift by 10 units	ベースラインシフトを10単位増減	ベースラインシフトを10単位増減		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1261	不採用		Decrease or increase baseline shift by 2 units	ベースラインシフトを2単位増減	ベースラインシフトを2単位増減		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1262	採用済		Decrease or increase font size by 10 units	フォントサイズを10単位増減	フォントサイズを10単位増減	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1263	採用済		Decrease or increase font size by 2 units	フォントサイズを2単位増減	フォントサイズを2単位増減	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1264	採用済		Decrease or increase kerning/tracking 100 units	カーニング/トラッキングを100単位増減	カーニング/トラッキングを100単位増減	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1265	採用済		Decrease or increase kerning/tracking 20 units	カーニング/トラッキングを20単位増減	カーニング/トラッキングを20単位増減	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1266	不採用		Enable Per-character 3D	文字ごとの3Dを有効化	文字ごとの3Dを有効化		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1267	拡張	extension	Extend or reduce selection by one character in horizontal text	1文字ずつ選択範囲を拡大縮小(横書き)	1文字ずつ選択範囲を拡大縮小(横書き)	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1268	拡張	extension	Extend or reduce selection by one character in vertical text	1文字ずつ選択範囲を拡大縮小(縦書き)	1文字ずつ選択範囲を拡大縮小(縦書き)	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1269	拡張	extension	Extend or reduce selection by one line in horizontal text	1行ずつ選択範囲を拡大縮小(横書き)	1行ずつ選択範囲を拡大縮小(横書き)	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1270	拡張	extension	Extend or reduce selection by one word in horizontal text	1単語ずつ選択範囲を拡大縮小(横書き)	1単語ずつ選択範囲を拡大縮小(横書き)	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1271	拡張	extension	Extend or reduce selection one word in vertical text	1単語ずつ選択範囲を拡大縮小(縦書き)	1単語ずつ選択範囲を拡大縮小(縦書き)	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1272	採用済		Fill Color	塗り色	塗り色	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1273	拡張	extension	Find Missing Fonts	見つからないフォントを検索	見つからないフォントを検索	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1274	採用済		Increase or decrease leading by 10 units	行送りを10単位増減	行送りを10単位増減	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1275	採用済		Increase or decrease leading by 2 units	行送りを2単位増減	行送りを2単位増減	B45	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1276	拡張	extension	Justify paragraph; force last line	強制両端揃え	強制両端揃え	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1277	拡張	extension	Justify paragraph; left align last line	両端揃え(最終行左)	両端揃え(最終行左)	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1278	拡張	extension	Justify paragraph; right align last line	両端揃え(最終行右)	両端揃え(最終行右)	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1279	拡張	extension	Line Anchor	行のアンカー	行のアンカー	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1280	採用済		Line Spacing	行間	行間	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1281	拡張	extension	Move cursor in horizontal text	横書きテキスト内でカーソル移動	横書きテキスト内でカーソル移動	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1282	拡張	extension	Move cursor in vertical text	縦書きテキスト内でカーソル移動	縦書きテキスト内でカーソル移動	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1283	拡張	extension	Move cursor to beginning or end of line	行頭/行末へカーソル移動	行頭/行末へカーソル移動	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1284	採用済		New text layer	新規テキストレイヤー	新規テキストレイヤー	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1285	採用済		Opacity	不透明度	不透明度	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1286	拡張	extension	Open or close Character panel	Characterパネル開閉	Characterパネル開閉	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1287	拡張	extension	Open or close Paragraph panel	Paragraphパネル開閉	Paragraphパネル開閉	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1288	採用済		Position	位置	位置	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1289	採用済		Range	範囲セレクタ	範囲セレクタ	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1290	拡張	extension	Remove All Text Animators	全テキストアニメーターを削除	全テキストアニメーターを削除	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1291	拡張	extension	Reset tracking to 0	トラッキングを0にリセット	トラッキングを0にリセット	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1292	採用済		Rotation	回転	回転	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1293	採用済		Scale	スケール	スケール	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1294	拡張	extension	Select all text on layer	レイヤー内全テキストを選択	レイヤー内全テキストを選択	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1295	拡張	extension	Select text from cursor to click point	カーソルからクリック位置まで選択	カーソルからクリック位置まで選択	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1296	拡張	extension	Select text to beginning or end of frame	フレーム先頭/末尾まで選択	フレーム先頭/末尾まで選択	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1297	拡張	extension	Select text to beginning or end of line	行頭/行末まで選択	行頭/行末まで選択	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1298	拡張	extension	Select word, line, paragraph, or entire text frame	単語/行/段落/全体を選択	単語/行/段落/全体を選択	B48	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1299	拡張	extension	Set horizontal scale to 100%	水平比率を100%に	水平比率を100%に	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1300	拡張	extension	Set vertical scale to 100%	垂直比率を100%に	垂直比率を100%に	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1301	拡張	extension	Skew	スキュー	スキュー	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1302	採用済		Stroke Color	線色	線色	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1303	採用済		Stroke Width	線幅	線幅	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1304	拡張	extension	Text	テキスト用ワークスペース	テキスト用ワークスペース	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1305	不採用		Text to video	テキストから動画生成(AI)	テキストから動画生成(AI)		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1306	不採用		Text-to-Speech	テキスト読み上げ	テキスト読み上げ		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1307	拡張	extension	Toggle paragraph composer	段落コンポーザ切替	段落コンポーザ切替	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1308	採用済		Tracking	トラッキング(字送り)	トラッキング(字送り)	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1309	拡張	extension	Turn All Caps on or off	すべて大文字切替	すべて大文字切替	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1310	採用済		Turn Small Caps on or off	スモールキャップ切替	スモールキャップ切替	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1311	拡張	extension	Turn Subscript on or off	下付き文字切替	下付き文字切替	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1312	拡張	extension	Turn Superscript on or off	上付き文字切替	上付き文字切替	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1313	拡張	extension	Wiggly	ウィグリーセレクタ	ウィグリーセレクタ	B46	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1314	採用済		Snapping (toggle)	スナップの有効/無効切替	スナップの有効/無効切替	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1315	採用予定	core	New Sequence / Timeline / Composition	新規シーケンス・タイムライン・コンポジションを作成	新規シーケンス・タイムライン・コンポジションを作成	B52	既存構造+先例	Document/Composition;Timeline projection;AE/Premiere	抑制	既存Composition admissionとtimeline viewだけ	新規Timeline/Compositionは既存Document ownerへ接続し、pane独自のcompositionを作らない	next/DECISIONS.md:113	技術監査済
1316	採用済		Active Window: Timeline	Command+3	Command+3	B25	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1317	採用済		Active Window: Timeline Viewer	Command+2	Command+2	B25	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1318	拡張	extension	Alpha Inverted Matte	反転アルファマット	反転アルファマット	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1319	拡張	extension	Alpha Matte	アルファマット	アルファマット	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1320	拡張	extension	Append to End of Timeline	末尾に追加	末尾に追加	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1321	拡張	extension	Auto Track Selector	自動トラック選択	自動トラック選択	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1322	拡張	extension	Bounce Mix to Track	ミックスをトラックへバウンス	ミックスをトラックへバウンス	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1323	拡張	extension	Bounce Selected Tracks to New Layer	選択トラックを新レイヤへバウンス	選択トラックを新レイヤへバウンス	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1324	拡張	extension	Clean Up Video Tracks	映像トラック整理	映像トラック整理	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1325	拡張	extension	Clear Mutes	ミュート解除	ミュート解除	B32	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1326	拡張	extension	Clear Solo	ソロ解除	ソロ解除	B32	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1327	採用予定	core	Close Current Timeline	現在のタイムラインを閉じる	現在のタイムラインを閉じる	B52	既存構造+先例	Document/Composition;Timeline projection;AE/Premiere	抑制	既存Composition closeとSession切替だけ	Timelineを閉じる操作は既存Document/Session経路へ委託する	next/DECISIONS.md:113	技術監査済
1328	拡張	extension	Decrease Video Track Height	ビデオトラック高を縮小	ビデオトラック高を縮小	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1329	拡張	extension	Detect Scene Cuts	シーンカット自動検出	シーンカット自動検出	B16	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1330	拡張	extension	Duplicate Clip or Current Timeline	クリップ/現在タイムラインを複製	クリップ/現在タイムラインを複製	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1331	採用予定	core	Enable/Disable Video Tracks	映像トラック有効/無効	映像トラック有効/無効	B32	既存構造+先例	Document tracks;Timeline projection;AE/Premiere	抑制	既存track enabled fieldの更新だけ	track enableは既存Documentの属性とTimeline投影へ接続し、専用track modeを持たない	next/DECISIONS.md:112	技術監査済
1332	拡張	extension	Find Current Timeline in Media Pool	Media Poolで現在タイムラインを探す	Media Poolで現在タイムラインを探す	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1333	拡張	extension	Find in Timeline panel	Timelineパネル内検索	Timelineパネル内検索	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1334	拡張	extension	Group clips = Ctrl+G(droidcrunch記載、他NLE用語との混同疑い)	クリップをグループ化	クリップをグループ化	B34	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1335	拡張	extension	Increase Video Track Height	ビデオトラック高を拡大	ビデオトラック高を拡大	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1336	拡張	extension	Join Clip	クリップ結合	クリップ結合	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1337	拡張	extension	Linked Move Across Tracks	トラック横断リンク移動	トラック横断リンク移動	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1338	拡張	extension	Linked Selection (toggle, global)	リンク済みクリップの連動選択を切替	リンク済みクリップの連動選択を切替	B31	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1339	採用済		Lock Tracks	トラックロック	トラックロック	B32	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1340	採用予定	core	Lock/Unlock Video Track V1-V8(grouped, pattern)	Option+Shift+1..Option+Shift+8	Option+Shift+1..Option+Shift+8	B32	既存構造+先例	Document tracks;Timeline projection;AE/Premiere	抑制	既存track lock fieldの更新だけ	track lockは既存Documentの属性とTimeline投影へ接続し、専用lock storeを持たない	next/DECISIONS.md:112	技術監査済
1341	拡張	extension	Loop Jog	ジョグをループ	ジョグをループ	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1342	拡張	extension	Luma Inverted Matte	反転輝度マット	反転輝度マット	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1343	拡張	extension	Luma Matte	輝度マット	輝度マット	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1344	拡張	extension	Match Frame	マッチフレーム	マッチフレーム	B40	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1345	拡張	extension	Mute Tracks	トラックをミュート	トラックをミュート	B32	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1346	拡張	extension	No Track Matte	トラックマットなし	トラックマットなし	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1347	拡張	extension	Open in Timeline	タイムラインで開く	タイムラインで開く	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1348	不採用		Output Blanking	出力ブランキング	出力ブランキング		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1349	拡張	extension	Purge snapshot	スナップショットをパージ	スナップショットをパージ	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1350	拡張	extension	Scroll topmost selected layer to top of Timeline	選択最上位レイヤーを先頭へスクロール	選択最上位レイヤーを先頭へスクロール	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1351	拡張	extension	Select Clips Backward	後方クリップ選択	後方クリップ選択	B31	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1352	拡張	extension	Select Clips Forward	前方クリップ選択	前方クリップ選択	B31	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1353	拡張	extension	Selection Follows Playhead	選択がプレイヘッドに追従	選択がプレイヘッドに追従	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1354	拡張	extension	Snapshot	スナップショットを消去	スナップショットを消去	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1355	拡張	extension	Solo Tracks	トラックをソロ	トラックをソロ	B32	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1356	拡張	extension	Source/Timeline Viewer	ソース/タイムラインビューア切替	ソース/タイムラインビューア切替	B40	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1357	拡張	extension	Source/Timeline Viewer	Q	Q	B40	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1358	構造吸収	absorbed	Split	クリップをプレイヘッドで分割	時間編集が別モード・別intentへ分裂する	B52	既存構造	LayerTiming+SetTiming(next/core/motolii-store/src/document.rs:95-147;next/core/motolii-store/src/lib.rs:311)	不要	独立したowner・状態・検収を増やさない	因果未記入: 時間編集が別モード・別intentへ分裂する は LayerTiming+SetTiming(next/core/motolii-store/src/document.rs:95-147;next/core/motolii-store/src/lib.rs:311) で move/trim/splitを同じ時間正本で評価する に到達する。Add Edit/Razor/Blade/Trimの入口alias は独立実装しない	next/core/motolii-store/src/document.rs:95-147	構造吸収から導出
1359	拡張	extension	Swap Timeline and Source Viewer	タイムライン/ソースビューア入替	タイムライン/ソースビューア入替	B40	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1360	拡張	extension	Switch to Timeline After Edit	編集後にタイムラインへ切替	編集後にタイムラインへ切替	B40	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1361	拡張	extension	Take snapshot	スナップショットを取得	スナップショットを取得	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1362	拡張	extension	Timeline Scrolling	タイムラインスクロール方式	タイムラインスクロール方式	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1363	拡張	extension	Timeline Thumbnail Info	タイムラインサムネイル情報	タイムラインサムネイル情報	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1364	拡張	extension	Timeline Thumbnail Mode	タイムラインサムネイルモード	タイムラインサムネイルモード	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1365	拡張	extension	Timeline Thumbnail Size	タイムラインサムネイルサイズ	タイムラインサムネイルサイズ	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1366	拡張	extension	Track Destination Selection	トラック送り先選択	トラック送り先選択	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1367	不採用	out-of-domain?	Track in mocha AE	mocha AEでトラッキング	mocha AEでトラッキング		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1368	採用予定	core	Track Magnet	トラック吸着(整列補助)	トラック吸着(整列補助)	B52	既存構造+先例	Timeline projection;AE/Premiere;existing snap helpers	抑制	snap calculationは既存projection/helperへ接続	Track Magnetは時間編集の補助であり、別の時間正本を作らず既存snap経路へ委託する	next/reference/timeline-grammar.md:60	技術監査済
1369	拡張	extension	Track Motion	モーショントラッキング	モーショントラッキング	B16	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1370	拡張	extension	Track Select Forward Tool	トラック順方向選択ツール	トラック順方向選択ツール	B29	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1371	拡張	extension	Track this Property	このプロパティをトラック	このプロパティをトラック	B16	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1372	拡張	extension	Video Track Destination V1-V8(grouped, pattern)	Option+1..Option+8	Option+1..Option+8	B52	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1373	拡張	extension	Zoom Timeline to single-frame units	1フレーム単位までズーム	1フレーム単位までズーム	B24	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1374	拡張		Activate and cycle Brush, Clone Stamp, and Eraser tools	ブラシ/コピースタンプ/消しゴムを巡回	ブラシ/コピースタンプ/消しゴムを巡回	B27	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1375	不採用		Activate and cycle Puppet tools	パペットツールを巡回	パペットツールを巡回		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
1376	拡張	extension	Activate and cycle Type tools	文字ツールを巡回	文字ツールを巡回	B29	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
