id	category	canonical	意味	ae	pr	dr	cc	freq	entries(menu:shortcut:panel:pref)	quality	scope	verdict	理由	bundle	depends	weight
1233	project	Close Project	プロジェクトを閉じる	0	1	0	0	1	1:0:0:0	二次(premiere全体注記)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B11		S
1234	project	Display…	モーションパス等の表示設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B12		S
1235	project	General…	その他一般設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B12		S
1236	project	Media & Disk Cache…	メディア・ディスクキャッシュ設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		保留	RB調査(2026-08-22): 根は実在(decode=ffmpeg起動/miss+64枚LRU・永続なし)。対処は根(永続frame cache)が先 — prefs UIは意図優先で最小化してから再判定	B13	frame-cache	M
1237	project	Memory & Multiprocessing…	メモリ・マルチプロセス設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B12		S
1238	project	New project = Ctrl+N	新規プロジェクト	0	0	0	1	1	0:1:0:0	一致(2件)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B11		S
1239	project	Output…	出力時の既定動作設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B12		S
1240	project	Previews…	プレビュー動作設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B12		S
1241	project	Project Manager	プロジェクトの整理・書き出し管理	0	1	0	0	1	1:0:0:0	二次(premiere全体注記)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B10		M
1242	project	Project Manager	プロジェクトマネージャーを開く	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B10		M
1243	project	Revert	直前保存状態に戻す	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B11		S
1244	project	Revert to Last Save Version	直前の保存版に戻す	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B11		S
1245	project	Save a Copy As CS6…	CS6形式でコピー保存	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	AE CS6形式との後方互換保存はMotoliiに該当する旧バージョンが存在せず無意味			
1246	project	Save a Copy As XML…	XML形式でコピー保存	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	プロジェクト作成/保存派生操作・環境設定ダイアログ群・バージョン情報・プロジェクトマネージャ相当・XML書き出し等はGOALS M1/M11の範囲内または一般的なpreferences機能。除外根拠なし	B11		S
1247	project	Sync Settings…	Creative Cloud経由の設定同期	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	Adobe Creative Cloud経由の設定同期はAdobe固有クラウドサービス連携で、Motoliiに該当する外部サービス統合の決定なし			
1248	project	Video Preview…	外部ビデオプレビュー出力設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	外部ビデオプレビュー出力(SDI/HDMI等プロ機材)はプロ入出力設定に該当し領域外			
1249	text	Add Text (layer)	テキストレイヤーを追加	1	0	0	1	2	2:0:0:0	二次(非公式技術抽出/2015時点);公式		採用済	LayerSource::Text / Layer:text component 実装済み(next/core/motolii-store, 裁定112k)	B46		S
1250	text	Align horizontal text left, center, or right	水平テキストの左/中央/右揃え	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	TextJustify::{Left,Right,Center} 実装済み(next/core/motolii-store/src/text.rs)	B46		S
1251	text	Align vertical text top, center, or bottom	垂直テキストの上/中央/下揃え	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	垂直方向の段落配置(top/center/bottom)は未実装。除外根拠なし	B46		S
1252	text	All Transform Properties	全トランスフォームプロパティ	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	全トランスフォームプロパティ表示は一般的なInspector UI操作	B46		S
1253	text	Anchor Point	アンカーポイント	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	PropertyId::text_range_origin 実装済み(裁定122 text-modifier-group)	B46		S
1254	text	Auto leading for selected text	選択テキストを自動行送りに	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	TextDocumentStyle.line_height: Option<f32>(None=auto)実装済み(text.rs)	B46		S
1255	text	Blur	ぼかし	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	文字単位のBlurアニメーター属性は未実装	B46		S
1256	text	Character Offset	文字オフセット	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Character Offset/Value(文字コード操作アニメーター)は未実装	B46		S
1257	text	Character Value	文字値	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Character Offset/Value(文字コード操作アニメーター)は未実装	B46		S
1258	text	Convert to Editable Text	編集可能なテキストに変換	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	編集可能テキスト変換・テキストからシェイプ生成は未実装だが、shape-1/2/3束のVectorRecipe基盤で実現可能	B46		S
1259	text	Create Shapes from Text	テキストからシェイプ作成	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	編集可能テキスト変換・テキストからシェイプ生成は未実装だが、shape-1/2/3束のVectorRecipe基盤で実現可能	B28		S
1260	text	Decrease or increase baseline shift by 10 units	ベースラインシフトを10単位増減	1	0	0	0	1	0:1:0:0	公式(Adobe)		不採用	裁定93でbaseline-shiftを明示的に不採用(Riveが持たず、positionで大半代替可能なため)			
1261	text	Decrease or increase baseline shift by 2 units	ベースラインシフトを2単位増減	1	0	0	0	1	0:1:0:0	公式(Adobe)		不採用	裁定93でbaseline-shiftを明示的に不採用(Riveが持たず、positionで大半代替可能なため)			
1262	text	Decrease or increase font size by 10 units	フォントサイズを10単位増減	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	TextDocumentStyle.size: f32 実装済み(裁定91絶対サイズ)	B45		S
1263	text	Decrease or increase font size by 2 units	フォントサイズを2単位増減	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	TextDocumentStyle.size: f32 実装済み(裁定91絶対サイズ)	B45		S
1264	text	Decrease or increase kerning/tracking 100 units	カーニング/トラッキングを100単位増減	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	tracking実装済み(TextDocumentStyle.tracking / PropertyId::text_range_tracking)	B45		S
1265	text	Decrease or increase kerning/tracking 20 units	カーニング/トラッキングを20単位増減	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	tracking実装済み(TextDocumentStyle.tracking / PropertyId::text_range_tracking)	B45		S
1266	text	Enable Per-character 3D	文字ごとの3Dを有効化	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		不採用	2.5Dモデル(裁定113/115)と衝突。再訪条件=D12(3D差別化)の将来スコープ拡大時(裁定175)			
1267	text	Extend or reduce selection by one character in horizontal text	1文字ずつ選択範囲を拡大縮小(横書き)	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキストボックス内カーソル/選択範囲拡張はUIテキスト編集機能。未実装だが除外根拠なし	B48		S
1268	text	Extend or reduce selection by one character in vertical text	1文字ずつ選択範囲を拡大縮小(縦書き)	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキストボックス内カーソル/選択範囲拡張はUIテキスト編集機能。未実装だが除外根拠なし	B48		S
1269	text	Extend or reduce selection by one line in horizontal text	1行ずつ選択範囲を拡大縮小(横書き)	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキストボックス内カーソル/選択範囲拡張はUIテキスト編集機能。未実装だが除外根拠なし	B48		S
1270	text	Extend or reduce selection by one word in horizontal text	1単語ずつ選択範囲を拡大縮小(横書き)	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキストボックス内カーソル/選択範囲拡張はUIテキスト編集機能。未実装だが除外根拠なし	B48		S
1271	text	Extend or reduce selection one word in vertical text	1単語ずつ選択範囲を拡大縮小(縦書き)	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキストボックス内カーソル/選択範囲拡張はUIテキスト編集機能。未実装だが除外根拠なし	B48		S
1272	text	Fill Color	塗り色	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	TextDocumentStyle.fill / PropertyId::text_range_fill_color 実装済み	B46		S
1273	text	Find Missing Fonts	見つからないフォントを検索	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	フォント欠落検索・置換UIは未実装	B46		S
1274	text	Increase or decrease leading by 10 units	行送りを10単位増減	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	line_height実装済み(1254と同一機構)	B45		S
1275	text	Increase or decrease leading by 2 units	行送りを2単位増減	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	line_height実装済み(1254と同一機構)	B45		S
1276	text	Justify paragraph; force last line	強制両端揃え	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	両端揃え4種は行分割器が要るため後回し(text.rs明記の「時期尚早」ではなく設計上の先送り、裁定155の対象外— 実際に将来実装予定であり不採用ではない)	B46	line-break	M
1277	text	Justify paragraph; left align last line	両端揃え(最終行左)	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	両端揃え4種は行分割器が要るため後回し(text.rs明記の「時期尚早」ではなく設計上の先送り、裁定155の対象外— 実際に将来実装予定であり不採用ではない)	B46	line-break	M
1278	text	Justify paragraph; right align last line	両端揃え(最終行右)	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	両端揃え4種は行分割器が要るため後回し(text.rs明記の「時期尚早」ではなく設計上の先送り、裁定155の対象外— 実際に将来実装予定であり不採用ではない)	B46	line-break	M
1279	text	Line Anchor	行のアンカー	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Line Anchor(アニメーターの行アンカー%)は未実装	B46		S
1280	text	Line Spacing	行間	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	PropertyId::text_range_line_spacing 実装済み	B46		S
1281	text	Move cursor in horizontal text	横書きテキスト内でカーソル移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキストボックス内カーソル移動はUIテキスト編集機能	B48		S
1282	text	Move cursor in vertical text	縦書きテキスト内でカーソル移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキストボックス内カーソル移動はUIテキスト編集機能	B48		S
1283	text	Move cursor to beginning or end of line	行頭/行末へカーソル移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキストボックス内カーソル移動はUIテキスト編集機能	B48		S
1284	text	New text layer	新規テキストレイヤー	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	LayerSource::Text / Layer:text component 実装済み(next/core/motolii-store, 裁定112k)	B46		S
1285	text	Opacity	不透明度	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	PropertyId::text_range_opacity 実装済み	B46		S
1286	text	Open or close Character panel	Characterパネル開閉	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	Character/Paragraphパネル(専用UI)は未実装。値自体はInspector経由で編集可能になる見込み	B48		M
1287	text	Open or close Paragraph panel	Paragraphパネル開閉	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	Character/Paragraphパネル(専用UI)は未実装。値自体はInspector経由で編集可能になる見込み	B48		M
1288	text	Position	位置	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	PropertyId::text_range_position 実装済み	B46		S
1289	text	Range	範囲セレクタ	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	TextRange/TextRangeSelector 実装済み(裁定121)	B46		S
1290	text	Remove All Text Animators	全テキストアニメーターを削除	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	アニメーター一括削除・トラッキングリセットはUI利便機能	B46		S
1291	text	Reset tracking to 0	トラッキングを0にリセット	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	アニメーター一括削除・トラッキングリセットはUI利便機能	B46		S
1292	text	Rotation	回転	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	PropertyId::text_range_rotation 実装済み	B46		S
1293	text	Scale	スケール	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	PropertyId::text_range_scale 実装済み	B46		S
1294	text	Select all text on layer	レイヤー内全テキストを選択	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキスト選択操作全般はUIテキスト編集機能	B48		S
1295	text	Select text from cursor to click point	カーソルからクリック位置まで選択	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキスト選択操作全般はUIテキスト編集機能	B48		S
1296	text	Select text to beginning or end of frame	フレーム先頭/末尾まで選択	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキスト選択操作全般はUIテキスト編集機能	B48		S
1297	text	Select text to beginning or end of line	行頭/行末まで選択	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキスト選択操作全般はUIテキスト編集機能	B48		S
1298	text	Select word, line, paragraph, or entire text frame	単語/行/段落/全体を選択	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	テキスト選択操作全般はUIテキスト編集機能	B48		S
1299	text	Set horizontal scale to 100%	水平比率を100%に	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	文字単位の水平/垂直スケール(組版上のintrinsic scale)はアニメーターscaleとは別概念で未実装	B46		S
1300	text	Set vertical scale to 100%	垂直比率を100%に	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	文字単位の水平/垂直スケール(組版上のintrinsic scale)はアニメーターscaleとは別概念で未実装	B46		S
1301	text	Skew	スキュー	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Skewはtext.rsが明記する未解決の穴(Rive text-modifier-groupに先例が無いため持ち越し)。拒否ではなく先例待ちの発明枠(拘束7(a))	B46		S
1302	text	Stroke Color	線色	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	TextDocumentStyle.stroke_color / PropertyId::text_range_stroke_color 実装済み	B46		S
1303	text	Stroke Width	線幅	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	TextDocumentStyle.stroke_width / PropertyId::text_range_stroke_width 実装済み	B46		S
1304	text	Text	テキスト用ワークスペース	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	テキスト用ワークスペースプリセットはWorkspaceレイアウト機能(未実装)	B46		S
1305	text	Text to video	テキストから動画生成(AI)	0	0	0	1	1	1:0:0:0	公式		不採用	Text to videoは既存メディアの変換ではなくゼロからの動画生成。Motoliiが持たない素材制作機能(docs/generative-user-boundary.md §2)。外部ツールで生成しExternal経路で取り込む			
1306	text	Text-to-Speech	テキスト読み上げ	0	0	0	1	1	1:0:0:0	公式		不採用	Text-to-Speechは新規音声素材の生成。同様にExternal経路(外部TTSで生成し通常メディアとして取込)が正しい置き場で、内製のAI音声合成機能は領域外			
1307	text	Toggle paragraph composer	段落コンポーザ切替	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	段落コンポーザ切替は行分割器の実装方式選択(1276-1278と同束)	B46	line-break	M
1308	text	Tracking	トラッキング(字送り)	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用済	tracking実装済み(1264/1265と同一機構)	B46		S
1309	text	Turn All Caps on or off	すべて大文字切替	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	全文字大文字化(text-transform)は未実装	B46		S
1310	text	Turn Small Caps on or off	スモールキャップ切替	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用済	"TextStyleFeature{tag:""smcp""} 実装済み(裁定99 OpenType feature置き場)"	B46		S
1311	text	Turn Subscript on or off	下付き文字切替	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	上付き/下付き文字は未実装(baseline-shift不採用の裁定93と関連するが、OpenType feature側での実現余地あり)	B46		S
1312	text	Turn Superscript on or off	上付き文字切替	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	上付き/下付き文字は未実装(baseline-shift不採用の裁定93と関連するが、OpenType feature側での実現余地あり)	B46		S
1313	text	Wiggly	ウィグリーセレクタ	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	Wiggly SelectorはRange Selectorとは別のセレクタ種別で未実装(裁定75は1アニメーター=セレクタ1個をRange Selectorとして実装済みのみ)	B46		S
1314	timeline	Snapping (toggle)	スナップの有効/無効切替	0	1	1	1	3	3:2:0:0	二次(premiere全体注記);公式;公式(BMD, v11時点);公式(BMDマニュアルPDF)		採用済	clip_gesture.rs snap_enabled(Cmd一時トグル)	B52		S
1315	timeline	New Sequence / Timeline / Composition	新規シーケンス・タイムライン・コンポジションを作成	0	1	1	0	2	2:1:0:0	二次(premiere全体注記);公式(BMD, v11時点);公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1316	timeline	Active Window: Timeline	Command+3	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B25		M
1317	timeline	Active Window: Timeline Viewer	Command+2	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B25		M
1318	timeline	Alpha Inverted Matte	反転アルファマット	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B52	track-project-structure	L
1319	timeline	Alpha Matte	アルファマット	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B52	track-project-structure	L
1320	timeline	Append to End of Timeline	末尾に追加	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1321	timeline	Auto Track Selector	自動トラック選択	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1322	timeline	Bounce Mix to Track	ミックスをトラックへバウンス	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1323	timeline	Bounce Selected Tracks to New Layer	選択トラックを新レイヤへバウンス	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1324	timeline	Clean Up Video Tracks	映像トラック整理	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1325	timeline	Clear Mutes	ミュート解除	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B32		S
1326	timeline	Clear Solo	ソロ解除	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B32		S
1327	timeline	Close Current Timeline	現在のタイムラインを閉じる	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1328	timeline	Decrease Video Track Height	ビデオトラック高を縮小	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定		B52		S
1329	timeline	Detect Scene Cuts	シーンカット自動検出	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B16		S
1330	timeline	Duplicate Clip or Current Timeline	クリップ/現在タイムラインを複製	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1331	timeline	Enable/Disable Video Tracks	映像トラック有効/無効	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B32		S
1332	timeline	Find Current Timeline in Media Pool	Media Poolで現在タイムラインを探す	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1333	timeline	Find in Timeline panel	Timelineパネル内検索	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B52	track-project-structure	L
1334	timeline	Group clips = Ctrl+G(droidcrunch記載、他NLE用語との混同疑い)	クリップをグループ化	0	0	0	1	1	0:1:0:0	"単一(要検証、FCP/Premiere用語""compound clip""混入の疑い)"		採用予定		B34		S
1335	timeline	Increase Video Track Height	ビデオトラック高を拡大	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定		B52		S
1336	timeline	Join Clip	クリップ結合	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1337	timeline	Linked Move Across Tracks	トラック横断リンク移動	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1338	timeline	Linked Selection (toggle, global)	リンク済みクリップの連動選択を切替	0	0	1	0	1	1:1:0:0	公式(BMD, v11時点);公式(BMDマニュアルPDF)		採用予定		B31		S
1339	timeline	Lock Tracks	トラックロック	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用済	LayerAttrs.locked+LaneBarToggleLock	B32		S
1340	timeline	Lock/Unlock Video Track V1-V8(grouped, pattern)	Option+Shift+1..Option+Shift+8	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B32		S
1341	timeline	Loop Jog	ジョグをループ	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1342	timeline	Luma Inverted Matte	反転輝度マット	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B52	track-project-structure	L
1343	timeline	Luma Matte	輝度マット	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B52	track-project-structure	L
1344	timeline	Match Frame	マッチフレーム	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B40		S
1345	timeline	Mute Tracks	トラックをミュート	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B32		S
1346	timeline	No Track Matte	トラックマットなし	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B52	track-project-structure	L
1347	timeline	Open in Timeline	タイムラインで開く	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1348	timeline	Output Blanking	出力ブランキング	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		不採用	領域外(放送ブランキング信号、プロ入出力設定)不採用 — 製品固有の深部機能			
1349	timeline	Purge snapshot	スナップショットをパージ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B52	snapshot-viewer	L
1350	timeline	Scroll topmost selected layer to top of Timeline	選択最上位レイヤーを先頭へスクロール	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B52	track-project-structure	L
1351	timeline	Select Clips Backward	後方クリップ選択	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B31		S
1352	timeline	Select Clips Forward	前方クリップ選択	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B31		S
1353	timeline	Selection Follows Playhead	選択がプレイヘッドに追従	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1354	timeline	Snapshot	スナップショットを消去	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B52	snapshot-viewer	L
1355	timeline	Solo Tracks	トラックをソロ	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B32		S
1356	timeline	Source/Timeline Viewer	ソース/タイムラインビューア切替	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B40		S
1357	timeline	Source/Timeline Viewer	Q	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B40		S
1358	timeline	Split	クリップをプレイヘッドで分割	0	0	0	1	1	1:0:0:0	公式		採用予定		B52		S
1359	timeline	Swap Timeline and Source Viewer	タイムライン/ソースビューア入替	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B40		S
1360	timeline	Switch to Timeline After Edit	編集後にタイムラインへ切替	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B40		S
1361	timeline	Take snapshot	スナップショットを取得	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B52	snapshot-viewer	L
1362	timeline	Timeline Scrolling	タイムラインスクロール方式	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1363	timeline	Timeline Thumbnail Info	タイムラインサムネイル情報	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1364	timeline	Timeline Thumbnail Mode	タイムラインサムネイルモード	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1365	timeline	Timeline Thumbnail Size	タイムラインサムネイルサイズ	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1366	timeline	Track Destination Selection	トラック送り先選択	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定		B52	track-project-structure	L
1367	timeline	Track in mocha AE	mocha AEでトラッキング	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)	out-of-domain?	不採用	領域外(mocha第三者深部統合)不採用 — 同上			
1368	timeline	Track Magnet	トラック吸着(整列補助)	0	0	0	1	1	1:0:0:0	公式		採用予定		B52	track-project-structure	L
1369	timeline	Track Motion	モーショントラッキング	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B16		S
1370	timeline	Track Select Forward Tool	トラック順方向選択ツール	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定		B29		S
1371	timeline	Track this Property	このプロパティをトラック	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定		B16		S
1372	timeline	Video Track Destination V1-V8(grouped, pattern)	Option+1..Option+8	0	0	1	0	1	0:1:0:0	公式(BMD, v11時点)		採用予定		B52	track-project-structure	L
1373	timeline	Zoom Timeline to single-frame units	1フレーム単位までズーム	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定		B24		S
